titulo,texto,tecnologia,tipo,url,categoria
Oracle Cloud (OCI) - Oracle Cloud (OCI) GitHub - Parte 4,"t year of commit activity Java 91 UPL-1.0 93 0 6 Updated Jul 24, 2026 linux-uek Public Oracle Linux UEK: Unbreakable Enterprise Kernel Uh oh! There was an error while loading. Please reload this page . oracle/linux-uek's past year of commit activity 356 88 5 0 Updated Jul 24, 2026 graalvm-reachability-metadata Public Repository which contains community-driven collection of GraalVM reachability metadata for open-source libraries. oracle/graalvm-reachability-metadata's past year of commit activity Java 471 CC0-1.0 129 837 33 Updated Jul 24, 2026 weblogic-deploy-tooling Public WebLogic Deploy Tooling Uh oh! There was an error while loading. Please reload this page . oracle/weblogic-deploy-tooling's past year of commit activity Python 166 UPL-1.0 89 8 10 Updated Jul 24, 2026 wayflow Public WayFlow is a powerful, intuitive Python library for building sophisticated AI-powered assistants. It is a reference runtime for Agent Spec, with native support for all Agent Spec Agents and Flows. Uh oh! There was an error while loading. Please reload this page . oracle/wayflow's past year of commit activity Python 189 Apache-2.0 22 31 14 Updated Jul 24, 2026 coherence Public Oracle Coherence Community Edition Uh oh! There was an error while loading. Please reload this page . oracle/coherence's past year of commit activity Java 471 UPL-1.0 80 6 6 Updated Jul 24, 2026 coherence-operator Public Oracle Coherence Operator Uh oh! There was an error while loading. Please reload this page . oracle/coh",Oracle Cloud (OCI),github,https://github.com/oracle,Cloud
Azure - Azure Official Docs - Parte 48,"ent, serverless bot service that scales on demand Azure AI Content Safety Use AI to monitor text and image content for safety Azure AI Custom Vision Easily customize your own state-of-the-art computer vision models for your unique use case Azure AI Face Detect, identify, analyze, organize, and tag faces in photos Azure AI Immersive Reader Empower users of all ages and abilities to read and comprehend text Azure AI Search AI-powered cloud search service for mobile and web app development Azure AI Video Indexer Unlock video insights Azure Databricks Fast, easy, and collaborative Apache Spark-based analytics platform Azure Document Intelligence in Foundry Tools The AI-powered document extraction service that understands your forms Azure Language in Foundry Tools Easily evaluate sentiment and topics to understand what users want Azure Machine Learning Bring AI to everyone with an end-to-end, scalable, trusted platform with experimentation and model management Azure Open Datasets Cloud platform to host and share curated open datasets to accelerate development of machine learning models Azure OpenAI Service Apply advanced coding and language models to various use cases Data Science Virtual Machines Rich preconfigured environment for AI development Health Bot A managed service purpose-built for development of virtual healthcare assistants. Microsoft Foundry Build market-ready applications for your organization with AI Speech Speech to text, text to speech, translation, and speaker r",Azure,docs,https://learn.microsoft.com/azure,Cloud
Azure - Azure Official Docs - Parte 2,"rsonalized Azure best practices recommendation engine Azure Advisor Azure AI Bot Service Intelligent, serverless bot service that scales on demand Azure AI Bot Service Azure AI Content Safety Use AI to monitor text and image content for safety Azure AI Content Safety Azure AI Custom Vision Easily customize your own state-of-the-art computer vision models for your unique use case Azure AI Custom Vision Azure AI Face Detect, identify, analyze, organize, and tag faces in photos Azure AI Face Azure AI Immersive Reader Empower users of all ages and abilities to read and comprehend text Azure AI Immersive Reader Azure AI Search AI-powered cloud search service for mobile and web app development Azure AI Search Azure AI Video Indexer Unlock video insights Azure AI Video Indexer Azure Analysis Services Enterprise-grade analytics engine as a service Azure Analysis Services Azure API for FHIR Easily create and deploy a FHIR service for health data solutions and interoperability Azure API for FHIR Azure App Testing Test your app holistically with Azure Load Testing and Playwright Workspaces Azure App Testing Azure Arc Bring Azure services and management to any infrastructure Azure Arc Azure Artifacts Create, host, and share packages with your team Azure Artifacts Azure Backup Simplify data protection and protect against ransomware Azure Backup Azure Blob Storage REST-based object storage for unstructured data Azure Blob Storage Azure Blueprints (Preview) Enabling quick, repeatable creati",Azure,docs,https://learn.microsoft.com/azure,Cloud
Oracle Cloud (OCI) - Oracle Cloud (OCI) Tutorial - Parte 7,"te the necessary SSH keys directly from the OCI console. This process is a little different from generating keys from a client operating system. Customers can use their own keys, load from the system, or copy and paste their own keys. For convenience we will use the OCI console. Youâll need to create and paste SSH keys so that you can securely access the new instance. In the Add SSH keys section, select the radio button for Generate SSH Keys . We will allow OCI to generate our key-pair and save a little time. Then click the Save Private Key button AND THEN the Save Public Key button. You should see both downloads visible on the bottom of your browser. They can be located in the Downloads folder of your host system. In the boot volume section, leave the boxes unchecked at their defaults. Click on the Create button to create the instance. The instance will begin provisioning. You should see the instance details screen with the orange icon indicating itâs in provisioning status. Wait a few moments. When itâs finished, the icon will turn green and enter the running state. Wait for Instance to enter the Running state. Examine the information in the Instance Information screen. Identify the assigned fault domain, private and public IP addresses, and other important information. Note that you can control your instance with buttons for Stop , Reboot , and Change Shape . If you forget how to connect to the instance you can click on connect to a running instance for a link to the",Oracle Cloud (OCI),tutorial,https://docs.oracle.com/en/learn/oci-basics-tutorial/,Cloud
AWS - AWS GitHub - Parte 1,"Amazon Web Services · GitHub Skip to content You signed in with another tab or window. Reload to refresh your session. You signed out in another tab or window. Reload to refresh your session. You switched accounts on another tab or window. Reload to refresh your session. Dismiss alert Uh oh! There was an error while loading. Please reload this page . Uh oh! There was an error while loading. Please reload this page . Pinned Loading aws-cli aws-cli Public Universal Command Line Interface for Amazon Web Services Python 17.1k 4.6k serverless-application-model serverless-application-model Public The AWS Serverless Application Model (AWS SAM) transform is a AWS CloudFormation macro that transforms SAM templates into CloudFormation templates. Python 9.6k 2.5k aws-cdk aws-cdk Public The AWS Cloud Development Kit is a framework for defining cloud infrastructure in code TypeScript 12.8k 4.6k amazon-sagemaker-examples amazon-sagemaker-examples Public Example 📓 Jupyter notebooks that demonstrate how to build, train, and deploy machine learning models using 🧠 Amazon SageMaker. Jupyter Notebook 11k 7k s2n-tls s2n-tls Public An implementation of the TLS/SSL protocols C 4.7k 790 aws-sdk-go-v2 aws-sdk-go-v2 Public AWS SDK for the Go programming language. Go 3.6k 811 Repositories Loading Type All Public Sources Forks Archived Mirrors Templates Language All Assembly C C# C++ CMake CSS Dockerfile EJS Go HTML Java JavaScript Jupyter Notebook Kotlin MAXScript Mustache Nix PHP PowerShell Python Rof",AWS,github,https://github.com/aws,Cloud
Azure - Azure GitHub - Parte 4,"oading. Please reload this page . Azure/azure-dev's past year of commit activity Go 552 MIT 332 547 (2 issues need help) 49 Updated Jul 24, 2026 azure-functions-python-library Public Azure Functions Python SDK Uh oh! There was an error while loading. Please reload this page . Azure/azure-functions-python-library's past year of commit activity Python 179 MIT 75 14 9 Updated Jul 24, 2026 azure-container-networking Public Azure Container Networking Solutions for Linux and Windows Containers Uh oh! There was an error while loading. Please reload this page . Azure/azure-container-networking's past year of commit activity Go 430 MIT 273 24 89 Updated Jul 24, 2026 azihsm-sdk Public Azure Integrated HSM SDK Uh oh! There was an error while loading. Please reload this page . Azure/azihsm-sdk's past year of commit activity Rust 3 MIT 6 8 24 Updated Jul 24, 2026 View all repositories People View all Top languages Loading… Uh oh! There was an error while loading. Please reload this page . Most used topics Loading… Uh oh! There was an error while loading. Please reload this page . You can’t perform that action at this time.",Azure,github,https://github.com/Azure,Cloud
Azure - Azure Official Docs - Parte 22,"semi-structured datasets Developer Tools App Configuration Fast, scalable parameter storage for app configuration Azure Boards Plan, track, and discuss work across your teams Azure DevOps Services for teams to share code, track work, and ship software Azure DevTest Labs Quickly create environments using reusable templates and artifacts Azure Pipelines Continuously build, test, and deploy to any platform and cloud Microsoft Dev Box Streamline development with secure, ready-to-code workstations in the cloud Microsoft Playwright Testing (Preview) Run end-to-end Playwright tests at scale Visual Studio The powerful and flexible environment for developing applications in the cloud Visual Studio Code A powerful, lightweight code editor for cloud development DevOps Azure App Testing Test your app holistically with Azure Load Testing and Playwright Workspaces Azure Artifacts Create, host, and share packages with your team Azure Boards Plan, track, and discuss work across your teams Azure Deployment Environments Quickly spin up app infrastructure environments with project-based templates Azure DevOps Services for teams to share code, track work, and ship software Azure DevTest Labs Quickly create environments using reusable templates and artifacts Azure Managed Grafana Deploy Grafana dashboards as a fully managed Azure service Azure Monitor Full observability into your applications, infrastructure, and network Azure Pipelines Continuously build, test, and deploy to any platform and cl",Azure,docs,https://learn.microsoft.com/azure,Cloud
Oracle Cloud (OCI) - Oracle Cloud (OCI) Tutorial - Parte 17,"me and terminate the instance. You will then use the existing boot volume to launch a new compute instance. And youâll re-attach the block storage. This type of action can be helpful for customers with disaster recovery or building âgolden imagesâ which helps with resource re-use and streamlining of operations in the cloud. SSH to the instance and un-mount the block volume. Enter the following command, adding the device path from your instance. sudo umount /dev/<VOLUME_NAME> Open the OCI console window, navigate to the compute instances page and click on the instance you created. Click on the Attached Block Volumes(1) in the Resources section. Click the ellipsis to the right and select Detach from the brief menu. You will receive a warning about detaching iSCSI targets. This is an important warning but weâve already un-mounted the volume. Click Continue Detachment . And to reinforce the fact that dismounting a live data volume could result in errors and lost data, Click OK on the âAre you sure you want to detach this volumeâ message. Wait for the block volume to completely detach. From the instance information screen, stop the compute instance by clicking the Stop button. Read the warning message and click Stop Instance to confirm your choice. The instance will begin shutting down, the icon will turn orange and display Stopping . Shutdown will take a few moments. Once it enters the Stopped state, select Boot Volume from the Resources section, click on the ellipsis",Oracle Cloud (OCI),tutorial,https://docs.oracle.com/en/learn/oci-basics-tutorial/,Cloud
Azure - Azure Official Docs - Parte 37,"Preview) Enabling quick, repeatable creation of governed environments Azure Boards Plan, track, and discuss work across your teams Azure Cache for Redis Power applications with high-throughput, low-latency data access Azure Chaos Studio Improve application resilience by introducing faults and simulating outages Azure Cloud Shell Streamline Azure administration with a browser-based shell Azure Communication Services Build rich communication experiences with the same secure platform used by Microsoft Teams Azure Compute Fleet (Preview) Easily provision and manage Azure compute capacity at scale Azure confidential ledger Tamperproof, unstructured data store hosted in trusted execution environments (TEEs) and backed by cryptographically verifiable evidence Azure Container Apps Build and deploy modern apps and microservices using serverless containers Azure Container Instances Easily run containers on Azure without managing servers Azure Container Registry Store and manage container images across all types of Azure deployments Azure Container Storage Manage persistent volumes for stateful container applications Azure Copilot Simplify operations and management from cloud to edge with an AI companion Azure Cosmos DB Fast NoSQL database with open APIs for any scale Azure CycleCloud Create, manage, operate, and optimize HPC and big compute clusters of any scale Azure Data Box Appliances and solutions for data transfer to Azure Azure Data Explorer Fast and highly scalable data explorat",Azure,docs,https://learn.microsoft.com/azure,Cloud
Azure - Azure Official Docs - Parte 13,"availability and network performance to your applications Load Balancer Logic Apps Automate the access and use of data across clouds without writing code Logic Apps Media Services Encode, store, and stream video and audio at scale Media Services Microsoft Azure Data Manager for Energy (Preview) Accelerate your journey to energy data modernization and digital transformation Microsoft Azure Data Manager for Energy (Preview) Microsoft Azure portal Build, manage, and monitor all Azure products in a single, unified console Microsoft Azure portal Microsoft Defender for Cloud Security posture management and advanced threat protection across Azure, hybrid, and multicloud workloads Microsoft Defender for Cloud Microsoft Defender for External Attack Surface Management Safeguard the digital experience by discovering all internet-exposed resources Microsoft Defender for External Attack Surface Management Microsoft Defender for IoT Continuous asset management and threat detection for both unmanaged and managed IoT/OT devices Microsoft Defender for IoT Microsoft Dev Box Streamline development with secure, ready-to-code workstations in the cloud Microsoft Dev Box Microsoft Entra Domain Services Join Azure virtual machines to a domain without domain controllers Microsoft Entra Domain Services Microsoft Entra External ID Consumer identity and access management in the cloud Microsoft Entra External ID Microsoft Entra ID Synchronize on-premises directories and enable single sign-on Microsoft E",Azure,docs,https://learn.microsoft.com/azure,Cloud
Azure - Azure GitHub - Parte 2,"ks Archived Mirrors Templates Language All ABAP Batchfile Bicep BitBake C C# C++ CMake CoffeeScript CSS Cuda Dockerfile F# Go HCL HiveQL HTML Java JavaScript Jinja Jupyter Notebook KCL Kotlin Liquid Makefile Mathematica Mustache Objective-C Open Policy Agent Perl PHP PostScript PowerShell Pug Python R Rich Text Format Roff Ruby Rust SaltStack Scala SCSS Shell Smarty Swift TLA TSQL TypeScript TypeSpec XSLT Sort Last updated Name Stars Showing 10 of 2725 repositories Azure-Verified-Modules Public Azure Verified Modules (AVM) is an initiative to consolidate and set the standards for what a good Infrastructure-as-Code module looks like. Modules will then align to these standards, across languages (Bicep, Terraform etc.) and will then be classified as AVMs and available from their respective language specific registries. Uh oh! There was an error while loading. Please reload this page . Azure/Azure-Verified-Modules's past year of commit activity PowerShell 570 MIT 154 257 24 Updated Jul 24, 2026 azure-rest-api-specs Public The source for REST API specifications for Microsoft Azure. Uh oh! There was an error while loading. Please reload this page . Azure/azure-rest-api-specs's past year of commit activity TypeSpec 3,086 MIT 5,856 2,384 1,598 Updated Jul 24, 2026 unbounded Public Kubernetes Without Boundaries Uh oh! There was an error while loading. Please reload this page . Azure/unbounded's past year of commit activity Go 16 MIT 4 42 21 Updated Jul 24, 2026 azure-sdk-for-net Publi",Azure,github,https://github.com/Azure,Cloud
Oracle Cloud (OCI) - Oracle Cloud (OCI) Tutorial - Parte 10,"ance, access, and redundancy for customer applications. Block storage is based on physical blocks organized on a physical storage medium, namely SSDs (Solid State Disk), and organized via a file system. Block storage is accessed via a dedicated storage network commonly referred to as a SAN (Storage Area Network). Block storage is limited to the physical size of the disk or array of disks, but it is also considered the highest performance option for most applications. Itâs ideal for databases and mission critical applications. Object Storage is a data storage architecture that manages data as objects. Object storage presents massive capacity and the ability to store unstructured data. Object storage is commonly used for disaster recovery, document storage, and analytics data. The third type is File Storage . File storage is essentially an OS filesystem thatâs shared over the network and commonly referred to as NAS (Network Attached Storage). File storage is a basic Unix function and was commercialized as hardware file storage systems called NAS Appliances. You will create block storage for this simple application exercise. From OCI services menu Click Block Storage and select Block Volumes from the flyout menu. Ensure youâre in the correct compartment and click on the Create Block Volume button. Fill out the form with the following information. Note: For volume size and performance, the default size is 1024 GB which is equal to roughly 1 terabyte. The following steps wil",Oracle Cloud (OCI),tutorial,https://docs.oracle.com/en/learn/oci-basics-tutorial/,Cloud
Azure - Azure Official Docs - Parte 42,"lity into your applications, infrastructure, and network Azure NetApp Files Enterprise-grade Azure file shares, powered by NetApp Azure Open Datasets Cloud platform to host and share curated open datasets to accelerate development of machine learning models Azure OpenAI Service Apply advanced coding and language models to various use cases Azure Operator Nexus Build your mission-critical mobile networks with a carrier-grade, hybrid cloud platform Azure Operator Service Manager Manage network services across hybrid cloud sites Azure Pipelines Continuously build, test, and deploy to any platform and cloud Azure Policy Implement corporate governance and standards at scale for Azure resources Azure Private Link Private access to services hosted on the Azure platform, keeping your data on the Microsoft network Azure Quantum Experience quantum impact today on Azure Azure Red Hat OpenShift Fully managed OpenShift service, jointly operated with Red Hat Azure Repos Get unlimited, cloud-hosted private Git repos for your project Azure Resource Manager Simplify how you manage your app resources Azure Resource Mover Simplify how you move multiple resources between Azure regions Azure Service Fabric Develop microservices and orchestrate containers on Windows or Linux Azure Service Health Personalized guidance and support for when issues in Azure services affect you Azure SignalR Service Add real-time web functionality easily Azure Site Recovery Keep your business running with built-in disa",Azure,docs,https://learn.microsoft.com/azure,Cloud
Azure - Azure Official Docs - Parte 8,"etes Service (AKS) that automates running containerized applications at scale Azure Kubernetes Service Edge Essentials Azure Lab Services Set up virtual labs for classes, training, hackathons, and other related scenarios Azure Lab Services Azure Language in Foundry Tools Easily evaluate sentiment and topics to understand what users want Azure Language in Foundry Tools Azure Lighthouse Empowering service providers to manage customers at scale and with precision Azure Lighthouse Azure Local Operate infrastructure across distributed locations enabled by Azure Arc Azure Local Azure Machine Learning Bring AI to everyone with an end-to-end, scalable, trusted platform with experimentation and model management Azure Machine Learning Azure Managed Applications Simplify management of cloud offerings Azure Managed Applications Azure Managed Grafana Deploy Grafana dashboards as a fully managed Azure service Azure Managed Grafana Azure Managed Instance for Apache Cassandra Automate deployment and scaling for managed open-source Apache Cassandra datacenters Azure Managed Instance for Apache Cassandra Azure Managed Lustre A fully managed, cloud based parallel file system that enables customers to run their high performance computing (HPC) workloads in the cloud Azure Managed Lustre Azure Managed Redis Power applications with a high-performance, managed cache Azure Managed Redis Azure Maps Simple and secure location APIs provide geospatial context to data Azure Maps Azure Media Player A sing",Azure,docs,https://learn.microsoft.com/azure,Cloud
Oracle Cloud (OCI) - Oracle Cloud (OCI) Tutorial - Parte 4,"eploy on our instance. From the Resources section on the left hand side of the VCN screen, choose Security Lists and then **Default Security list for ** Click Add Ingress Rule under Ingress Rules . Use the information from the table to add a stateful ingress rule: Field Recommended Information STATELESS Leave flag unchecked SOURCE TYPE: CIDR (default) SOURCE CIDR: 0.0.0.0/0 IP PROTOCOL: TCP (Default) SOURCE PORT RANGE: ALL (Default) DESTINATION PORT RANGE: 80 Click the Add Ingress Rules button at the bottom of the dialog box. Note: This rule is telling the gateway to allow traffic from any location (0.0.0.0/0) to transport information over port 80 (http) using the TCP protocol stack. You have now created a security rule to allow http traffic into your VCN. In the next step, you will create and configure a compute instance and deploy a simple web application. Launch Compute Instance In order for customers to run their business applications, theyâll need computing resources. Oracle provides several different types of compute instances to help customers fulfill their application and performance needs. Oracle provides bare metal and virtual machine (VM) instance types with different CPU and memory configurations called shapes. In this section youâll learn how to deploy a virtual compute instance with a simple web server application. This is the basis of cloud computing. From OCI services menu, Click Compute then Instances to bring up the Create Compute Instance section Click",Oracle Cloud (OCI),tutorial,https://docs.oracle.com/en/learn/oci-basics-tutorial/,Cloud
Azure - Azure Official Docs - Parte 53,"loyment and scaling for managed open-source Apache Cassandra datacenters Azure Managed Redis Power applications with a high-performance, managed cache Azure SQL Modern SQL family for migration and app modernization Azure SQL Database Managed, intelligent SQL in the cloud Azure SQL Managed Instance Managed, always up-to-date SQL instance in the cloud SQL Server on Virtual Machines Host enterprise SQL Server apps in the cloud Table Storage NoSQL key-value store using semi-structured datasets Developer Tools App Configuration Fast, scalable parameter storage for app configuration Azure Boards Plan, track, and discuss work across your teams Azure DevOps Services for teams to share code, track work, and ship software Azure DevTest Labs Quickly create environments using reusable templates and artifacts Azure Pipelines Continuously build, test, and deploy to any platform and cloud Microsoft Dev Box Streamline development with secure, ready-to-code workstations in the cloud Microsoft Playwright Testing (Preview) Run end-to-end Playwright tests at scale Visual Studio The powerful and flexible environment for developing applications in the cloud Visual Studio Code A powerful, lightweight code editor for cloud development DevOps Azure App Testing Test your app holistically with Azure Load Testing and Playwright Workspaces Azure Artifacts Create, host, and share packages with your team Azure Boards Plan, track, and discuss work across your teams Azure Deployment Environments Quickly spin",Azure,docs,https://learn.microsoft.com/azure,Cloud
Oracle Cloud (OCI) - Oracle Cloud (OCI) Tutorial - Parte 6,"e are 5 pages of Oracle Images. Click on the page arrows until you find the Oracle Cloud Developer Image . Select it and click the check box at the bottom to accept the Terms and Restrictions and click the Select Image button. For the compute instance section, review the information provided. Shape size should default to VM.Standard2.1. Accept the default. In the Configure networking section, you will accept the defaults, but notice the different options. Choose the button for Select existing virtual cloud network and confirm that the VCN you created earlier is listed. Choose Select existing subnet and confirm that public subnet from your VNC is displayed. Do not select Use network security groups and confirm the radio button is selected for Assign a public IP address Field Recommended Information Network Select existing virtual cloud network Virtual cloud network Choose the VCN you created earlier Subnet Select existing subnet Subnet Verify that Public subnet from your compartment is selected Use network security groups to control traffic Leave unchecked Assign a public IP address Select the radio button Next is the Add SSH Keys section. SSH Keys are a requirement for secure connection to the instance youâll be creating. This section has changed recently to allow you to generate the necessary SSH keys directly from the OCI console. This process is a little different from generating keys from a client operating system. Customers can use their own keys, load from the system,",Oracle Cloud (OCI),tutorial,https://docs.oracle.com/en/learn/oci-basics-tutorial/,Cloud
Azure - Azure Tutorial - Parte 1,"Training for Azure | Microsoft Learn Microsoft Learn for Azure Microsoft Azure Grow your skills to build and manage applications in the cloud, on-premises, and at the edge. Browse all Azure training Azure Overview Microsoft Azure is a cloud computing platform with an ever-expanding set of services to help you build solutions to meet your business goals. Azure services support everything from simple to complex. Azure has simple web services for hosting your business presence in the cloud. Azure also supports running fully virtualized computers managing your custom software solutions. Azure provides a wealth of cloud-based services like remote storage, database hosting, and centralized account management. Azure also offers new capabilities like artificial intelligence (AI) and Internet of Things (IoT) focused services. Start learning about Azure Try Azure for free Your path to getting started on Azure Azure Fundamentals Work through online guided trainings paths at your own pace. As you journey through the learning paths and modules, you'll be exposed to some of the skills you need to help you earn credentials. 0% 0% 0% Explore the Collection Instructor led training Choose a traditional classroom training setting to learn on your own schedule, at your own pace, and in your own place. 0% Schedule instructor led training Get Certified After you complete the self-paced training and/or the instructor led course, try a practice assessment to see if you're ready for the certification",Azure,tutorial,https://learn.microsoft.com/training/azure/,Cloud
Azure - Azure Official Docs - Parte 24,"latform Azure Operator Service Manager Manage network services across hybrid cloud sites Azure SQL Database Managed, intelligent SQL in the cloud Azure Stack Edge An Azure managed appliance that brings the compute, storage, and intelligence of Azure to the edge Azure Stack Hub Azure Stack Hub is sold as an integrated hardware system, with software preinstalled on validated hardware Microsoft Defender for Cloud Security posture management and advanced threat protection across Azure, hybrid, and multicloud workloads Microsoft Sentinel Put cloud-native SIEM and intelligent security analytics to work to help protect your enterprise Identity Azure Information Protection Better protect your sensitive informationâanytime, anywhere Microsoft Entra Domain Services Join Azure virtual machines to a domain without domain controllers Microsoft Entra External ID Consumer identity and access management in the cloud Microsoft Entra ID Synchronize on-premises directories and enable single sign-on Integration API Management Publish APIs to developers, partners, and employees securely and at scale Azure API for FHIR Easily create and deploy a FHIR service for health data solutions and interoperability Azure Data Manager for Agriculture (Preview) Create a more sustainable future by innovating with agriculture data Azure Health Data Services A unified solution that helps protect and combine health data in the cloud and generates healthcare insights with analytics Azure Web PubSub Easily build r",Azure,docs,https://learn.microsoft.com/azure,Cloud
AWS - AWS GitHub - Parte 3,"peScript 3,646 Apache-2.0 699 102 35 Updated Jul 24, 2026 aws-toolkit-jetbrains Public AWS Toolkit for JetBrains - a plugin for interacting with AWS from JetBrains IDEs Uh oh! There was an error while loading. Please reload this page . aws/aws-toolkit-jetbrains's past year of commit activity Kotlin 855 Apache-2.0 297 352 104 Updated Jul 24, 2026 aws-sdk-java-v2 Public The official AWS SDK for Java - Version 2 Uh oh! There was an error while loading. Please reload this page . aws/aws-sdk-java-v2's past year of commit activity Java 2,605 Apache-2.0 1,029 322 63 Updated Jul 24, 2026 aws-parallelcluster Public AWS ParallelCluster is an AWS supported Open Source cluster management tool to deploy and manage HPC clusters in the AWS cloud. Uh oh! There was an error while loading. Please reload this page . aws/aws-parallelcluster's past year of commit activity Python 887 Apache-2.0 316 125 45 Updated Jul 24, 2026 n8n-nodes-agentcore Public Uh oh! There was an error while loading. Please reload this page . aws/n8n-nodes-agentcore's past year of commit activity TypeScript 12 MIT 2 0 8 Updated Jul 24, 2026 aws-cdk Public The AWS Cloud Development Kit is a framework for defining cloud infrastructure in code Uh oh! There was an error while loading. Please reload this page . aws/aws-cdk's past year of commit activity TypeScript 12,846 Apache-2.0 4,577 2,387 (1 issue needs help) 449 Updated Jul 24, 2026 aws-lc-rs Public aws-lc-rs is a cryptographic library using AWS-LC for its cryptographic",AWS,github,https://github.com/aws,Cloud
Azure - Azure Official Docs - Parte 33,"ade cloud file shares Azure Managed Lustre A fully managed, cloud based parallel file system that enables customers to run their high performance computing (HPC) workloads in the cloud Azure NetApp Files Enterprise-grade Azure file shares, powered by NetApp Azure Storage Actions Simplify storage data management at massive scale Queue Storage Effectively scale apps according to traffic Storage Durable, highly available, and massively scalable cloud storage Storage Explorer View and interact with Azure Storage resources Virtual Desktop Infrastructure Azure Lab Services Set up virtual labs for classes, training, hackathons, and other related scenarios Azure Virtual Desktop The best virtual desktop experience, delivered on Azure Microsoft Dev Box Streamline development with secure, ready-to-code workstations in the cloud Web API Management Publish APIs to developers, partners, and employees securely and at scale App Configuration Fast, scalable parameter storage for app configuration App Service Quickly create powerful cloud apps for web and mobile Azure AI Search AI-powered cloud search service for mobile and web app development Azure Communication Services Build rich communication experiences with the same secure platform used by Microsoft Teams Azure Fluid Relay Easily add real-time collaborative experiences to your apps with Fluid Framework Azure Front Door and Content Delivery Network (CDN) Ensure secure, reliable content delivery with broad global reach Azure Functions Proc",Azure,docs,https://learn.microsoft.com/azure,Cloud
Oracle Cloud (OCI) - Oracle Cloud (OCI) GitHub - Parte 5,"t year of commit activity Java 471 UPL-1.0 80 6 6 Updated Jul 24, 2026 coherence-operator Public Oracle Coherence Operator Uh oh! There was an error while loading. Please reload this page . oracle/coherence-operator's past year of commit activity Go 103 UPL-1.0 27 0 6 Updated Jul 24, 2026 mcp Public Repository containing MCP (Model Context Protocol) servers that provides a suite of tools for managing and interacting with Oracle products. Uh oh! There was an error while loading. Please reload this page . oracle/mcp's past year of commit activity Python 410 UPL-1.0 126 24 5 Updated Jul 24, 2026 coherence-cli Public The Coherence command line interface (CLI) is a lightweight tool, in the tradition of tools such as kubectl, which can be scripted or used interactively to manage and monitor Coherence clusters. Uh oh! There was an error while loading. Please reload this page . oracle/coherence-cli's past year of commit activity Go 20 UPL-1.0 9 0 0 Updated Jul 24, 2026 graal Public GraalVM compiles applications into native executables that start instantly, scale fast, and use fewer compute resources 🚀 Uh oh! There was an error while loading. Please reload this page . oracle/graal's past year of commit activity Java 21,649 1,803 670 (1 issue needs help) 163 Updated Jul 24, 2026 View all repositories People View all Top languages Loading… Uh oh! There was an error while loading. Please reload this page . Most used topics Loading… Uh oh! There was an error while loading. Please reload t",Oracle Cloud (OCI),github,https://github.com/oracle,Cloud
Azure - Azure Official Docs - Parte 47,"machine translation with a simple REST API call Virtual Machine Scale Sets Manage and scale up to thousands of Linux and Windows virtual machines Virtual Machines Provision virtual machines for Ubuntu, Red Hat, Windows, and more Virtual Network Provision private networks, optionally connect to on-premises datacenters Virtual WAN Microsoft-managed hub and spoke service for connectivity and security Vision Distill actionable information from images Visual Studio The powerful and flexible environment for developing applications in the cloud Visual Studio App Center Continuously build, test, release, and monitor your mobile and desktop apps Visual Studio Code A powerful, lightweight code editor for cloud development VPN Gateway Establish secure, cross-premises connectivity Web App for Containers Easily deploy and run containerized web apps that scale with your business Web Application Firewall A cloud-native web application firewall (WAF) service that provides powerful protection for web apps Windows 10 IoT Core Services Long-term OS support and services to manage device updates and assess device health Windows for IoT Build intelligent edge solutions with world-class developer tools, long-term support, and enterprise-grade security AI + Machine Learning Azure AI Bot Service Intelligent, serverless bot service that scales on demand Azure AI Content Safety Use AI to monitor text and image content for safety Azure AI Custom Vision Easily customize your own state-of-the-art computer",Azure,docs,https://learn.microsoft.com/azure,Cloud
Azure - Azure Official Docs - Parte 34,"me collaborative experiences to your apps with Fluid Framework Azure Front Door and Content Delivery Network (CDN) Ensure secure, reliable content delivery with broad global reach Azure Functions Process events with serverless code Azure Maps Simple and secure location APIs provide geospatial context to data Azure SignalR Service Add real-time web functionality easily Azure Spring Apps A fully managed Spring Cloud service, built and operated with Pivotal Azure Web PubSub Easily build real-time messaging web applications using WebSockets and the publish-subscribe pattern Microsoft Playwright Testing (Preview) Run end-to-end Playwright tests at scale Notification Hubs Send push notifications to any platform from any back end Static Web Apps A modern web app service that offers streamlined full-stack development from source code to global high availability Web App for Containers Easily deploy and run containerized web apps that scale with your business Languages and tools Python .NET JavaScript Java Go REST API Azure PowerShell Azure CLI ARM templates Bicep Jenkins Terraform Azure clouds Azure Government A dedicated cloud for U.S. government agencies and their partners. Microsoft Azure operated by 21Vianet A dedicated cloud located in China and operated by 21Vianet. Partner solutions Commercial marketplace An online marketplace of applications and services from independent software vendor (ISV) partners. Azure Native ISV Services Integrated partner solutions that you can use in",Azure,docs,https://learn.microsoft.com/azure,Cloud
